Date,BSCICP03USM665S
1970-04-24,98.5286
1970-05-01,98.8007
1970-05-08,98.8007
1970-05-15,98.8007
1970-05-22,98.8007
1970-05-29,98.8007
1970-06-05,99.0951
1970-06-12,99.0951
1970-06-19,99.0951
1970-06-26,99.0951
1970-07-03,99.0144
1970-07-10,99.0144
1970-07-17,99.0144
1970-07-24,99.0144
1970-07-31,99.0144
1970-08-07,98.5954
1970-08-14,98.5954
1970-08-21,98.5954
1970-08-28,98.5954
1970-09-04,98.0355
1970-09-11,98.0355
1970-09-18,98.0355
1970-09-25,98.0355
1970-10-02,97.6238
1970-10-09,97.6238
1970-10-16,97.6238
1970-10-23,97.6238
1970-10-30,97.6238
1970-11-06,97.5928
1970-11-13,97.5928
1970-11-20,97.5928
1970-11-27,97.5928
1970-12-04,98.1528
1970-12-11,98.1528
1970-12-18,98.1528
1970-12-25,98.1528
1971-01-01,98.9252
1971-01-08,98.9252
1971-01-15,98.9252
1971-01-22,98.9252
1971-01-29,98.9252
1971-02-05,99.6450
1971-02-12,99.6450
1971-02-19,99.6450
1971-02-26,99.6450
1971-03-05,99.9424
1971-03-12,99.9424
1971-03-19,99.9424
1971-03-26,99.9424
1971-04-02,100.1515
1971-04-09,100.1515
1971-04-16,100.1515
1971-04-23,100.1515
1971-04-30,100.1515
1971-05-07,100.2154
1971-05-14,100.2154
1971-05-21,100.2154
1971-05-28,100.2154
1971-06-04,100.2083
1971-06-11,100.2083
1971-06-18,100.2083
1971-06-25,100.2083
1971-07-02,100.2049
1971-07-09,100.2049
1971-07-16,100.2049
1971-07-23,100.2049
1971-07-30,100.2049
1971-08-06,100.1991
1971-08-13,100.1991
1971-08-20,100.1991
1971-08-27,100.1991
1971-09-03,100.2404
1971-09-10,100.2404
1971-09-17,100.2404
1971-09-24,100.2404
1971-10-01,100.2622
1971-10-08,100.2622
1971-10-15,100.2622
1971-10-22,100.2622
1971-10-29,100.2622
1971-11-05,100.3730
1971-11-12,100.3730
1971-11-19,100.3730
1971-11-26,100.3730
1971-12-03,100.8125
1971-12-10,100.8125
1971-12-17,100.8125
1971-12-24,100.8125
1971-12-31,100.8125
1972-01-07,101.2423
1972-01-14,101.2423
1972-01-21,101.2423
1972-01-28,101.2423
1972-02-04,101.4811
1972-02-11,101.4811
1972-02-18,101.4811
1972-02-25,101.4811
1972-03-03,101.5173
1972-03-10,101.5173
1972-03-17,101.5173
1972-03-24,101.5173
1972-03-31,101.5173
1972-04-07,101.4923
1972-04-14,101.4923
1972-04-21,101.4923
1972-04-28,101.4923
1972-05-05,101.4868
1972-05-12,101.4868
1972-05-19,101.4868
1972-05-26,101.4868
1972-06-02,101.4353
1972-06-09,101.4353
1972-06-16,101.4353
1972-06-23,101.4353
1972-06-30,101.4353
1972-07-07,101.5963
1972-07-14,101.5963
1972-07-21,101.5963
1972-07-28,101.5963
1972-08-04,101.9840
1972-08-11,101.9840
1972-08-18,101.9840
1972-08-25,101.9840
1972-09-01,102.5394
1972-09-08,102.5394
1972-09-15,102.5394
1972-09-22,102.5394
1972-09-29,102.5394
1972-10-06,103.0970
1972-10-13,103.0970
1972-10-20,103.0970
1972-10-27,103.0970
1972-11-03,103.5827
1972-11-10,103.5827
1972-11-17,103.5827
1972-11-24,103.5827
1972-12-01,103.8772
1972-12-08,103.8772
1972-12-15,103.8772
1972-12-22,103.8772
1972-12-29,103.8772
1973-01-05,103.9726
1973-01-12,103.9726
1973-01-19,103.9726
1973-01-26,103.9726
1973-02-02,103.8109
1973-02-09,103.8109
1973-02-16,103.8109
1973-02-23,103.8109
1973-03-02,103.5430
1973-03-09,103.5430
1973-03-16,103.5430
1973-03-23,103.5430
1973-03-30,103.5430
1973-04-06,103.1366
1973-04-13,103.1366
1973-04-20,103.1366
1973-04-27,103.1366
1973-05-04,102.6440
1973-05-11,102.6440
1973-05-18,102.6440
1973-05-25,102.6440
1973-06-01,102.1878
1973-06-08,102.1878
1973-06-15,102.1878
1973-06-22,102.1878
1973-06-29,102.1878
1973-07-06,101.8109
1973-07-13,101.8109
1973-07-20,101.8109
1973-07-27,101.8109
1973-08-03,101.9773
1973-08-10,101.9773
1973-08-17,101.9773
1973-08-24,101.9773
1973-08-31,101.9773
1973-09-07,102.3534
1973-09-14,102.3534
1973-09-21,102.3534
1973-09-28,102.3534
1973-10-05,102.7275
1973-10-12,102.7275
1973-10-19,102.7275
1973-10-26,102.7275
1973-11-02,102.8107
1973-11-09,102.8107
1973-11-16,102.8107
1973-11-23,102.8107
1973-11-30,102.8107
1973-12-07,102.4611
1973-12-14,102.4611
1973-12-21,102.4611
1973-12-28,102.4611
1974-01-04,102.0218
1974-01-11,102.0218
1974-01-18,102.0218
1974-01-25,102.0218
1974-02-01,101.6728
1974-02-08,101.6728
1974-02-15,101.6728
1974-02-22,101.6728
1974-03-01,101.5390
1974-03-08,101.5390
1974-03-15,101.5390
1974-03-22,101.5390
1974-03-29,101.5390
1974-04-05,101.2629
1974-04-12,101.2629
1974-04-19,101.2629
1974-04-26,101.2629
1974-05-03,100.8479
1974-05-10,100.8479
1974-05-17,100.8479
1974-05-24,100.8479
1974-05-31,100.8479
1974-06-07,100.5133
1974-06-14,100.5133
1974-06-21,100.5133
1974-06-28,100.5133
1974-07-05,100.1788
1974-07-12,100.1788
1974-07-19,100.1788
1974-07-26,100.1788
1974-08-02,99.5773
1974-08-09,99.5773
1974-08-16,99.5773
1974-08-23,99.5773
1974-08-30,99.5773
1974-09-06,98.6124
1974-09-13,98.6124
1974-09-20,98.6124
1974-09-27,98.6124
1974-10-04,97.5379
1974-10-11,97.5379
1974-10-18,97.5379
1974-10-25,97.5379
1974-11-01,96.4394
1974-11-08,96.4394
1974-11-15,96.4394
1974-11-22,96.4394
1974-11-29,96.4394
1974-12-06,95.5325
1974-12-13,95.5325
1974-12-20,95.5325
1974-12-27,95.5325
1975-01-03,95.1989
1975-01-10,95.1989
1975-01-17,95.1989
1975-01-24,95.1989
1975-01-31,95.1989
1975-02-07,95.3417
1975-02-14,95.3417
1975-02-21,95.3417
1975-02-28,95.3417
1975-03-07,95.6750
1975-03-14,95.6750
1975-03-21,95.6750
1975-03-28,95.6750
1975-04-04,96.4007
1975-04-11,96.4007
1975-04-18,96.4007
1975-04-25,96.4007
1975-05-02,97.2551
1975-05-09,97.2551
1975-05-16,97.2551
1975-05-23,97.2551
1975-05-30,97.2551
1975-06-06,98.0903
1975-06-13,98.0903
1975-06-20,98.0903
1975-06-27,98.0903
1975-07-04,98.8392
1975-07-11,98.8392
1975-07-18,98.8392
1975-07-25,98.8392
1975-08-01,99.5443
1975-08-08,99.5443
1975-08-15,99.5443
1975-08-22,99.5443
1975-08-29,99.5443
1975-09-05,100.0746
1975-09-12,100.0746
1975-09-19,100.0746
1975-09-26,100.0746
1975-10-03,100.3502
1975-10-10,100.3502
1975-10-17,100.3502
1975-10-24,100.3502
1975-10-31,100.3502
1975-11-07,100.4771
1975-11-14,100.4771
1975-11-21,100.4771
1975-11-28,100.4771
1975-12-05,100.7148
1975-12-12,100.7148
1975-12-19,100.7148
1975-12-26,100.7148
1976-01-02,101.1287
1976-01-09,101.1287
1976-01-16,101.1287
1976-01-23,101.1287
1976-01-30,101.1287
1976-02-06,101.4401
1976-02-13,101.4401
1976-02-20,101.4401
1976-02-27,101.4401
1976-03-05,101.4770
1976-03-12,101.4770
1976-03-19,101.4770
1976-03-26,101.4770
1976-04-02,101.4605
1976-04-09,101.4605
1976-04-16,101.4605
1976-04-23,101.4605
1976-04-30,101.4605
1976-05-07,101.2813
1976-05-14,101.2813
1976-05-21,101.2813
1976-05-28,101.2813
1976-06-04,101.0033
1976-06-11,101.0033
1976-06-18,101.0033
1976-06-25,101.0033
1976-07-02,100.6443
1976-07-09,100.6443
1976-07-16,100.6443
1976-07-23,100.6443
1976-07-30,100.6443
1976-08-06,100.3209
1976-08-13,100.3209
1976-08-20,100.3209
1976-08-27,100.3209
1976-09-03,100.0980
1976-09-10,100.0980
1976-09-17,100.0980
1976-09-24,100.0980
1976-10-01,100.0021
1976-10-08,100.0021
1976-10-15,100.0021
1976-10-22,100.0021
1976-10-29,100.0021
1976-11-05,100.0450
1976-11-12,100.0450
1976-11-19,100.0450
1976-11-26,100.0450
1976-12-03,100.2972
1976-12-10,100.2972
1976-12-17,100.2972
1976-12-24,100.2972
1976-12-31,100.2972
1977-01-07,100.4464
1977-01-14,100.4464
1977-01-21,100.4464
1977-01-28,100.4464
1977-02-04,100.6309
1977-02-11,100.6309
1977-02-18,100.6309
1977-02-25,100.6309
1977-03-04,100.8918
1977-03-11,100.8918
1977-03-18,100.8918
1977-03-25,100.8918
1977-04-01,101.0322
1977-04-08,101.0322
1977-04-15,101.0322
1977-04-22,101.0322
1977-04-29,101.0322
1977-05-06,101.1102
1977-05-13,101.1102
1977-05-20,101.1102
1977-05-27,101.1102
1977-06-03,100.9657
1977-06-10,100.9657
1977-06-17,100.9657
1977-06-24,100.9657
1977-07-01,100.7632
1977-07-08,100.7632
1977-07-15,100.7632
1977-07-22,100.7632
1977-07-29,100.7632
1977-08-05,100.4933
1977-08-12,100.4933
1977-08-19,100.4933
1977-08-26,100.4933
1977-09-02,100.3749
1977-09-09,100.3749
1977-09-16,100.3749
1977-09-23,100.3749
1977-09-30,100.3749
1977-10-07,100.5049
1977-10-14,100.5049
1977-10-21,100.5049
1977-10-28,100.5049
1977-11-04,100.7547
1977-11-11,100.7547
1977-11-18,100.7547
1977-11-25,100.7547
1977-12-02,100.9725
1977-12-09,100.9725
1977-12-16,100.9725
1977-12-23,100.9725
1977-12-30,100.9725
1978-01-06,100.8892
1978-01-13,100.8892
1978-01-20,100.8892
1978-01-27,100.8892
1978-02-03,100.7193
1978-02-10,100.7193
1978-02-17,100.7193
1978-02-24,100.7193
1978-03-03,100.7135
1978-03-10,100.7135
1978-03-17,100.7135
1978-03-24,100.7135
1978-03-31,100.7135
1978-04-07,100.9957
1978-04-14,100.9957
1978-04-21,100.9957
1978-04-28,100.9957
1978-05-05,101.3697
1978-05-12,101.3697
1978-05-19,101.3697
1978-05-26,101.3697
1978-06-02,101.6347
1978-06-09,101.6347
1978-06-16,101.6347
1978-06-23,101.6347
1978-06-30,101.6347
1978-07-07,101.7659
1978-07-14,101.7659
1978-07-21,101.7659
1978-07-28,101.7659
1978-08-04,101.7152
1978-08-11,101.7152
1978-08-18,101.7152
1978-08-25,101.7152
1978-09-01,101.6572
1978-09-08,101.6572
1978-09-15,101.6572
1978-09-22,101.6572
1978-09-29,101.6572
1978-10-06,101.6183
1978-10-13,101.6183
1978-10-20,101.6183
1978-10-27,101.6183
1978-11-03,101.5800
1978-11-10,101.5800
1978-11-17,101.5800
1978-11-24,101.5800
1978-12-01,101.4282
1978-12-08,101.4282
1978-12-15,101.4282
1978-12-22,101.4282
1978-12-29,101.4282
1979-01-05,101.2578
1979-01-12,101.2578
1979-01-19,101.2578
1979-01-26,101.2578
1979-02-02,101.1037
1979-02-09,101.1037
1979-02-16,101.1037
1979-02-23,101.1037
1979-03-02,100.9116
1979-03-09,100.9116
1979-03-16,100.9116
1979-03-23,100.9116
1979-03-30,100.9116
1979-04-06,100.6257
1979-04-13,100.6257
1979-04-20,100.6257
1979-04-27,100.6257
1979-05-04,100.2700
1979-05-11,100.2700
1979-05-18,100.2700
1979-05-25,100.2700
1979-06-01,99.9022
1979-06-08,99.9022
1979-06-15,99.9022
1979-06-22,99.9022
1979-06-29,99.9022
1979-07-06,99.5700
1979-07-13,99.5700
1979-07-20,99.5700
1979-07-27,99.5700
1979-08-03,99.3028
1979-08-10,99.3028
1979-08-17,99.3028
1979-08-24,99.3028
1979-08-31,99.3028
1979-09-07,99.1336
1979-09-14,99.1336
1979-09-21,99.1336
1979-09-28,99.1336
1979-10-05,98.9673
1979-10-12,98.9673
1979-10-19,98.9673
1979-10-26,98.9673
1979-11-02,98.7723
1979-11-09,98.7723
1979-11-16,98.7723
1979-11-23,98.7723
1979-11-30,98.7723
1979-12-07,98.6135
1979-12-14,98.6135
1979-12-21,98.6135
1979-12-28,98.6135
1980-01-04,98.6262
1980-01-11,98.6262
1980-01-18,98.6262
1980-01-25,98.6262
1980-02-01,98.4658
1980-02-08,98.4658
1980-02-15,98.4658
1980-02-22,98.4658
1980-02-29,98.4658
1980-03-07,97.6051
1980-03-14,97.6051
1980-03-21,97.6051
1980-03-28,97.6051
1980-04-04,96.3811
1980-04-11,96.3811
1980-04-18,96.3811
1980-04-25,96.3811
1980-05-02,95.3932
1980-05-09,95.3932
1980-05-16,95.3932
1980-05-23,95.3932
1980-05-30,95.3932
1980-06-06,95.3543
1980-06-13,95.3543
1980-06-20,95.3543
1980-06-27,95.3543
1980-07-04,96.3058
1980-07-11,96.3058
1980-07-18,96.3058
1980-07-25,96.3058
1980-08-01,97.8561
1980-08-08,97.8561
1980-08-15,97.8561
1980-08-22,97.8561
1980-08-29,97.8561
1980-09-05,99.2705
1980-09-12,99.2705
1980-09-19,99.2705
1980-09-26,99.2705
1980-10-03,100.2468
1980-10-10,100.2468
1980-10-17,100.2468
1980-10-24,100.2468
1980-10-31,100.2468
1980-11-07,100.5201
1980-11-14,100.5201
1980-11-21,100.5201
1980-11-28,100.5201
1980-12-05,100.0827
1980-12-12,100.0827
1980-12-19,100.0827
1980-12-26,100.0827
1981-01-02,99.5092
1981-01-09,99.5092
1981-01-16,99.5092
1981-01-23,99.5092
1981-01-30,99.5092
1981-02-06,99.2415
1981-02-13,99.2415
1981-02-20,99.2415
1981-02-27,99.2415
1981-03-06,99.3206
1981-03-13,99.3206
1981-03-20,99.3206
1981-03-27,99.3206
1981-04-03,99.5658
1981-04-10,99.5658
1981-04-17,99.5658
1981-04-24,99.5658
1981-05-01,99.6726
1981-05-08,99.6726
1981-05-15,99.6726
1981-05-22,99.6726
1981-05-29,99.6726
1981-06-05,99.4111
1981-06-12,99.4111
1981-06-19,99.4111
1981-06-26,99.4111
1981-07-03,98.9394
1981-07-10,98.9394
1981-07-17,98.9394
1981-07-24,98.9394
1981-07-31,98.9394
1981-08-07,98.4456
1981-08-14,98.4456
1981-08-21,98.4456
1981-08-28,98.4456
1981-09-04,97.7323
1981-09-11,97.7323
1981-09-18,97.7323
1981-09-25,97.7323
1981-10-02,97.0662
1981-10-09,97.0662
1981-10-16,97.0662
1981-10-23,97.0662
1981-10-30,97.0662
1981-11-06,96.6050
1981-11-13,96.6050
1981-11-20,96.6050
1981-11-27,96.6050
1981-12-04,96.5110
1981-12-11,96.5110
1981-12-18,96.5110
1981-12-25,96.5110
1982-01-01,96.5474
1982-01-08,96.5474
1982-01-15,96.5474
1982-01-22,96.5474
1982-01-29,96.5474
1982-02-05,96.5492
1982-02-12,96.5492
1982-02-19,96.5492
1982-02-26,96.5492
1982-03-05,96.4755
1982-03-12,96.4755
1982-03-19,96.4755
1982-03-26,96.4755
1982-04-02,96.4297
1982-04-09,96.4297
1982-04-16,96.4297
1982-04-23,96.4297
1982-04-30,96.4297
1982-05-07,96.4011
1982-05-14,96.4011
1982-05-21,96.4011
1982-05-28,96.4011
1982-06-04,96.5321
1982-06-11,96.5321
1982-06-18,96.5321
1982-06-25,96.5321
1982-07-02,96.6372
1982-07-09,96.6372
1982-07-16,96.6372
1982-07-23,96.6372
1982-07-30,96.6372
1982-08-06,96.6924
1982-08-13,96.6924
1982-08-20,96.6924
1982-08-27,96.6924
1982-09-03,96.7523
1982-09-10,96.7523
1982-09-17,96.7523
1982-09-24,96.7523
1982-10-01,96.8727
1982-10-08,96.8727
1982-10-15,96.8727
1982-10-22,96.8727
1982-10-29,96.8727
1982-11-05,97.1614
1982-11-12,97.1614
1982-11-19,97.1614
1982-11-26,97.1614
1982-12-03,97.7911
1982-12-10,97.7911
1982-12-17,97.7911
1982-12-24,97.7911
1982-12-31,97.7911
1983-01-07,98.6658
1983-01-14,98.6658
1983-01-21,98.6658
1983-01-28,98.6658
1983-02-04,99.5889
1983-02-11,99.5889
1983-02-18,99.5889
1983-02-25,99.5889
1983-03-04,100.0976
1983-03-11,100.0976
1983-03-18,100.0976
1983-03-25,100.0976
1983-04-01,100.4002
1983-04-08,100.4002
1983-04-15,100.4002
1983-04-22,100.4002
1983-04-29,100.4002
1983-05-06,100.7572
1983-05-13,100.7572
1983-05-20,100.7572
1983-05-27,100.7572
1983-06-03,101.2451
1983-06-10,101.2451
1983-06-17,101.2451
1983-06-24,101.2451
1983-07-01,101.8201
1983-07-08,101.8201
1983-07-15,101.8201
1983-07-22,101.8201
1983-07-29,101.8201
1983-08-05,102.1401
1983-08-12,102.1401
1983-08-19,102.1401
1983-08-26,102.1401
1983-09-02,102.3417
1983-09-09,102.3417
1983-09-16,102.3417
1983-09-23,102.3417
1983-09-30,102.3417
1983-10-07,102.6091
1983-10-14,102.6091
1983-10-21,102.6091
1983-10-28,102.6091
1983-11-04,102.8395
1983-11-11,102.8395
1983-11-18,102.8395
1983-11-25,102.8395
1983-12-02,102.7968
1983-12-09,102.7968
1983-12-16,102.7968
1983-12-23,102.7968
1983-12-30,102.7968
1984-01-06,102.2353
1984-01-13,102.2353
1984-01-20,102.2353
1984-01-27,102.2353
1984-02-03,101.8070
1984-02-10,101.8070
1984-02-17,101.8070
1984-02-24,101.8070
1984-03-02,101.5402
1984-03-09,101.5402
1984-03-16,101.5402
1984-03-23,101.5402
1984-03-30,101.5402
1984-04-06,101.4454
1984-04-13,101.4454
1984-04-20,101.4454
1984-04-27,101.4454
1984-05-04,101.2497
1984-05-11,101.2497
1984-05-18,101.2497
1984-05-25,101.2497
1984-06-01,100.9579
1984-06-08,100.9579
1984-06-15,100.9579
1984-06-22,100.9579
1984-06-29,100.9579
1984-07-06,100.5155
1984-07-13,100.5155
1984-07-20,100.5155
1984-07-27,100.5155
1984-08-03,99.9901
1984-08-10,99.9901
1984-08-17,99.9901
1984-08-24,99.9901
1984-08-31,99.9901
1984-09-07,99.5710
1984-09-14,99.5710
1984-09-21,99.5710
1984-09-28,99.5710
1984-10-05,99.4074
1984-10-12,99.4074
1984-10-19,99.4074
1984-10-26,99.4074
1984-11-02,99.3631
1984-11-09,99.3631
1984-11-16,99.3631
1984-11-23,99.3631
1984-11-30,99.3631
1984-12-07,99.3574
1984-12-14,99.3574
1984-12-21,99.3574
1984-12-28,99.3574
1985-01-04,99.2984
1985-01-11,99.2984
1985-01-18,99.2984
1985-01-25,99.2984
1985-02-01,99.1554
1985-02-08,99.1554
1985-02-15,99.1554
1985-02-22,99.1554
1985-03-01,98.9512
1985-03-08,98.9512
1985-03-15,98.9512
1985-03-22,98.9512
1985-03-29,98.9512
1985-04-05,98.8167
1985-04-12,98.8167
1985-04-19,98.8167
1985-04-26,98.8167
1985-05-03,98.7299
1985-05-10,98.7299
1985-05-17,98.7299
1985-05-24,98.7299
1985-05-31,98.7299
1985-06-07,98.7390
1985-06-14,98.7390
1985-06-21,98.7390
1985-06-28,98.7390
1985-07-05,98.8051
1985-07-12,98.8051
1985-07-19,98.8051
1985-07-26,98.8051
1985-08-02,98.9490
1985-08-09,98.9490
1985-08-16,98.9490
1985-08-23,98.9490
1985-08-30,98.9490
1985-09-06,99.2061
1985-09-13,99.2061
1985-09-20,99.2061
1985-09-27,99.2061
1985-10-04,99.4395
1985-10-11,99.4395
1985-10-18,99.4395
1985-10-25,99.4395
1985-11-01,99.5691
1985-11-08,99.5691
1985-11-15,99.5691
1985-11-22,99.5691
1985-11-29,99.5691
1985-12-06,99.5606
1985-12-13,99.5606
1985-12-20,99.5606
1985-12-27,99.5606
1986-01-03,99.5389
1986-01-10,99.5389
1986-01-17,99.5389
1986-01-24,99.5389
1986-01-31,99.5389
1986-02-07,99.5092
1986-02-14,99.5092
1986-02-21,99.5092
1986-02-28,99.5092
1986-03-07,99.4894
1986-03-14,99.4894
1986-03-21,99.4894
1986-03-28,99.4894
1986-04-04,99.4950
1986-04-11,99.4950
1986-04-18,99.4950
1986-04-25,99.4950
1986-05-02,99.5594
1986-05-09,99.5594
1986-05-16,99.5594
1986-05-23,99.5594
1986-05-30,99.5594
1986-06-06,99.4401
1986-06-13,99.4401
1986-06-20,99.4401
1986-06-27,99.4401
1986-07-04,99.3739
1986-07-11,99.3739
1986-07-18,99.3739
1986-07-25,99.3739
1986-08-01,99.5539
1986-08-08,99.5539
1986-08-15,99.5539
1986-08-22,99.5539
1986-08-29,99.5539
1986-09-05,99.6420
1986-09-12,99.6420
1986-09-19,99.6420
1986-09-26,99.6420
1986-10-03,99.6077
1986-10-10,99.6077
1986-10-17,99.6077
1986-10-24,99.6077
1986-10-31,99.6077
1986-11-07,99.5957
1986-11-14,99.5957
1986-11-21,99.5957
1986-11-28,99.5957
1986-12-05,99.6943
1986-12-12,99.6943
1986-12-19,99.6943
1986-12-26,99.6943
1987-01-02,99.9477
1987-01-09,99.9477
1987-01-16,99.9477
1987-01-23,99.9477
1987-01-30,99.9477
1987-02-06,100.1021
1987-02-13,100.1021
1987-02-20,100.1021
1987-02-27,100.1021
1987-03-06,100.3269
1987-03-13,100.3269
1987-03-20,100.3269
1987-03-27,100.3269
1987-04-03,100.5512
1987-04-10,100.5512
1987-04-17,100.5512
1987-04-24,100.5512
1987-05-01,100.7702
1987-05-08,100.7702
1987-05-15,100.7702
1987-05-22,100.7702
1987-05-29,100.7702
1987-06-05,100.9323
1987-06-12,100.9323
1987-06-19,100.9323
1987-06-26,100.9323
1987-07-03,101.0960
1987-07-10,101.0960
1987-07-17,101.0960
1987-07-24,101.0960
1987-07-31,101.0960
1987-08-07,101.3125
1987-08-14,101.3125
1987-08-21,101.3125
1987-08-28,101.3125
1987-09-04,101.4843
1987-09-11,101.4843
1987-09-18,101.4843
1987-09-25,101.4843
1987-10-02,101.5473
1987-10-09,101.5473
1987-10-16,101.5473
1987-10-23,101.5473
1987-10-30,101.5473
1987-11-06,101.4760
1987-11-13,101.4760
1987-11-20,101.4760
1987-11-27,101.4760
1987-12-04,101.3538
1987-12-11,101.3538
1987-12-18,101.3538
1987-12-25,101.3538
1988-01-01,101.0232
1988-01-08,101.0232
1988-01-15,101.0232
1988-01-22,101.0232
1988-01-29,101.0232
1988-02-05,100.6953
1988-02-12,100.6953
1988-02-19,100.6953
1988-02-26,100.6953
1988-03-04,100.5052
1988-03-11,100.5052
1988-03-18,100.5052
1988-03-25,100.5052
1988-04-01,100.5519
1988-04-08,100.5519
1988-04-15,100.5519
1988-04-22,100.5519
1988-04-29,100.5519
1988-05-06,100.7337
1988-05-13,100.7337
1988-05-20,100.7337
1988-05-27,100.7337
1988-06-03,100.9675
1988-06-10,100.9675
1988-06-17,100.9675
1988-06-24,100.9675
1988-07-01,100.9407
1988-07-08,100.9407
1988-07-15,100.9407
1988-07-22,100.9407
1988-07-29,100.9407
1988-08-05,100.7190
1988-08-12,100.7190
1988-08-19,100.7190
1988-08-26,100.7190
1988-09-02,100.5296
1988-09-09,100.5296
1988-09-16,100.5296
1988-09-23,100.5296
1988-09-30,100.5296
1988-10-07,100.4956
1988-10-14,100.4956
1988-10-21,100.4956
1988-10-28,100.4956
1988-11-04,100.5151
1988-11-11,100.5151
1988-11-18,100.5151
1988-11-25,100.5151
1988-12-02,100.4946
1988-12-09,100.4946
1988-12-16,100.4946
1988-12-23,100.4946
1988-12-30,100.4946
1989-01-06,100.3517
1989-01-13,100.3517
1989-01-20,100.3517
1989-01-27,100.3517
1989-02-03,100.1241
1989-02-10,100.1241
1989-02-17,100.1241
1989-02-24,100.1241
1989-03-03,99.8247
1989-03-10,99.8247
1989-03-17,99.8247
1989-03-24,99.8247
1989-03-31,99.8247
1989-04-07,99.5363
1989-04-14,99.5363
1989-04-21,99.5363
1989-04-28,99.5363
1989-05-05,99.1347
1989-05-12,99.1347
1989-05-19,99.1347
1989-05-26,99.1347
1989-06-02,98.7324
1989-06-09,98.7324
1989-06-16,98.7324
1989-06-23,98.7324
1989-06-30,98.7324
1989-07-07,98.4377
1989-07-14,98.4377
1989-07-21,98.4377
1989-07-28,98.4377
1989-08-04,98.3141
1989-08-11,98.3141
1989-08-18,98.3141
1989-08-25,98.3141
1989-09-01,98.3646
1989-09-08,98.3646
1989-09-15,98.3646
1989-09-22,98.3646
1989-09-29,98.3646
1989-10-06,98.4780
1989-10-13,98.4780
1989-10-20,98.4780
1989-10-27,98.4780
1989-11-03,98.5781
1989-11-10,98.5781
1989-11-17,98.5781
1989-11-24,98.5781
1989-12-01,98.6873
1989-12-08,98.6873
1989-12-15,98.6873
1989-12-22,98.6873
1989-12-29,98.6873
1990-01-05,98.8264
1990-01-12,98.8264
1990-01-19,98.8264
1990-01-26,98.8264
1990-02-02,99.0389
1990-02-09,99.0389
1990-02-16,99.0389
1990-02-23,99.0389
1990-03-02,99.2069
1990-03-09,99.2069
1990-03-16,99.2069
1990-03-23,99.2069
1990-03-30,99.2069
1990-04-06,99.2597
1990-04-13,99.2597
1990-04-20,99.2597
1990-04-27,99.2597
1990-05-04,99.1834
1990-05-11,99.1834
1990-05-18,99.1834
1990-05-25,99.1834
1990-06-01,98.9899
1990-06-08,98.9899
1990-06-15,98.9899
1990-06-22,98.9899
1990-06-29,98.9899
1990-07-06,98.6825
1990-07-13,98.6825
1990-07-20,98.6825
1990-07-27,98.6825
1990-08-03,98.3827
1990-08-10,98.3827
1990-08-17,98.3827
1990-08-24,98.3827
1990-08-31,98.3827
1990-09-07,98.0623
1990-09-14,98.0623
1990-09-21,98.0623
1990-09-28,98.0623
1990-10-05,97.7317
1990-10-12,97.7317
1990-10-19,97.7317
1990-10-26,97.7317
1990-11-02,97.4063
1990-11-09,97.4063
1990-11-16,97.4063
1990-11-23,97.4063
1990-11-30,97.4063
1990-12-07,97.1488
1990-12-14,97.1488
1990-12-21,97.1488
1990-12-28,97.1488
1991-01-04,96.9739
1991-01-11,96.9739
1991-01-18,96.9739
1991-01-25,96.9739
1991-02-01,96.9949
1991-02-08,96.9949
1991-02-15,96.9949
1991-02-22,96.9949
1991-03-01,97.2444
1991-03-08,97.2444
1991-03-15,97.2444
1991-03-22,97.2444
1991-03-29,97.2444
1991-04-05,97.6972
1991-04-12,97.6972
1991-04-19,97.6972
1991-04-26,97.6972
1991-05-03,98.3089
1991-05-10,98.3089
1991-05-17,98.3089
1991-05-24,98.3089
1991-05-31,98.3089
1991-06-07,99.0285
1991-06-14,99.0285
1991-06-21,99.0285
1991-06-28,99.0285
1991-07-05,99.5633
1991-07-12,99.5633
1991-07-19,99.5633
1991-07-26,99.5633
1991-08-02,99.9442
1991-08-09,99.9442
1991-08-16,99.9442
1991-08-23,99.9442
1991-08-30,99.9442
1991-09-06,100.0572
1991-09-13,100.0572
1991-09-20,100.0572
1991-09-27,100.0572
1991-10-04,99.7721
1991-10-11,99.7721
1991-10-18,99.7721
1991-10-25,99.7721
1991-11-01,99.2726
1991-11-08,99.2726
1991-11-15,99.2726
1991-11-22,99.2726
1991-11-29,99.2726
1991-12-06,98.9428
1991-12-13,98.9428
1991-12-20,98.9428
1991-12-27,98.9428
1992-01-03,99.0686
1992-01-10,99.0686
1992-01-17,99.0686
1992-01-24,99.0686
1992-01-31,99.0686
1992-02-07,99.5701
1992-02-14,99.5701
1992-02-21,99.5701
1992-02-28,99.5701
1992-03-06,99.9863
1992-03-13,99.9863
1992-03-20,99.9863
1992-03-27,99.9863
1992-04-03,100.1696
1992-04-10,100.1696
1992-04-17,100.1696
1992-04-24,100.1696
1992-05-01,100.2912
1992-05-08,100.2912
1992-05-15,100.2912
1992-05-22,100.2912
1992-05-29,100.2912
1992-06-05,100.2138
1992-06-12,100.2138
1992-06-19,100.2138
1992-06-26,100.2138
1992-07-03,100.0575
1992-07-10,100.0575
1992-07-17,100.0575
1992-07-24,100.0575
1992-07-31,100.0575
1992-08-07,99.8116
1992-08-14,99.8116
